campaign,age,age_youngest_child,branch,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,marital,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score
2.000,16.0,0.0,Queensbury,16.0,M,0.000,0.000,0.000,57.0,38051.0,S,7.0,25.0,36.0,2.0,0.0,4.0,1.0,6.0,36.0,12.122
2.000,35.0,6.0,Queensbury,35.0,M,0.000,0.000,0.000,52.0,38089.0,M,5.0,39.0,48.0,3.0,2.0,0.0,0.0,13.0,34.0,0.0
3.000,35.0,6.0,Queensbury,35.0,M,0.000,0.000,0.000,52.0,38089.0,M,5.0,39.0,48.0,3.0,2.0,0.0,0.0,13.0,34.0,0.0
3.000,38.0,7.0,Ravensville,38.0,F,0.000,0.000,0.000,37.0,38121.0,U,5.0,24.0,36.0,5.0,4.0,0.0,0.0,13.0,49.0,0.0
2.000,38.0,7.0,Ravensville,38.0,F,0.000,0.000,0.000,37.0,38121.0,U,5.0,24.0,36.0,5.0,4.0,0.0,0.0,13.0,49.0,0.0
2.000,45.0,18.0,Queensbury,45.0,M,0.000,0.000,0.000,44.0,38087.0,M,4.0,28.0,36.0,4.0,1.0,6.0,8.0,12.0,43.0,15.303
2.000,36.0,9.0,Kingsville,36.0,F,0.000,0.000,0.000,53.0,38142.0,S,2.0,23.0,36.0,2.0,2.0,4.0,1.0,12.0,34.0,12.263
3.000,36.0,9.0,Kingsville,36.0,F,0.000,0.000,0.000,53.0,38142.0,S,2.0,23.0,36.0,2.0,2.0,4.0,1.0,12.0,34.0,12.263
2.000,45.0,17.0,Queensbury,45.0,M,0.000,0.000,0.000,74.0,38069.0,M,4.0,-6.0,0.0,0.0,1.0,0.0,0.0,10.0,15.0,0.0
2.000,51.0,22.0,Kingsville,51.0,M,0.000,1.000,0.000,72.0,38087.0,M,2.0,19.0,24.0,0.0,3.0,4.0,1.0,7.0,19.0,7.669
3.000,23.0,0.0,Queensbury,23.0,F,0.000,0.000,0.000,49.0,38112.0,S,2.0,-3.0,0.0,3.0,1.0,0.0,0.0,12.0,38.0,0.0
2.000,23.0,0.0,Queensbury,23.0,F,0.000,0.000,0.000,49.0,38112.0,S,2.0,-3.0,0.0,3.0,1.0,0.0,0.0,12.0,38.0,0.0
2.000,59.0,33.0,Queensbury,59.0,M,0.000,0.000,0.000,32.0,38057.0,S,4.0,-6.0,0.0,6.0,0.0,0.0,0.0,16.0,50.0,0.0
1.000,49.0,19.0,Ravensville,49.0,M,0.000,0.000,0.000,57.0,38142.0,M,5.0,29.0,36.0,2.0,2.0,1.0,1.0,6.0,35.0,8.716
2.000,49.0,15.0,Catburg,49.0,M,0.000,0.000,0.000,55.0,38139.0,S,3.0,41.0,48.0,2.0,1.0,0.0,0.0,7.0,37.0,0.0
3.000,49.0,15.0,Catburg,49.0,M,0.000,0.000,0.000,55.0,38139.0,S,3.0,41.0,48.0,2.0,1.0,0.0,0.0,7.0,37.0,0.0
2.000,38.0,10.0,Foxton,38.0,M,0.000,0.000,0.000,54.0,38081.0,S,6.0,7.0,12.0,2.0,0.0,2.0,1.0,9.0,35.0,11.939
2.000,40.0,10.0,Foxton,40.0,M,0.000,0.000,0.000,46.0,38108.0,M,4.0,17.0,24.0,4.0,2.0,1.0,19.0,14.0,39.0,25.955
2.000,31.0,3.0,Ravensville,31.0,M,0.000,0.000,0.000,46.0,38108.0,U,4.0,7.0,12.0,4.0,0.0,3.0,24.0,14.0,39.0,31.057
2.000,32.0,3.0,Ravensville,32.0,M,0.000,0.000,0.000,44.0,38077.0,S,2.0,37.0,48.0,4.0,2.0,0.0,0.0,19.0,35.0,0.0
3.000,42.0,10.0,Kingsville,42.0,F,0.000,0.000,0.000,52.0,38160.0,U,5.0,33.0,36.0,3.0,1.0,1.0,4.0,8.0,38.0,11.868
2.000,42.0,10.0,Kingsville,42.0,F,0.000,0.000,0.000,52.0,38160.0,U,5.0,33.0,36.0,3.0,1.0,1.0,4.0,8.0,38.0,11.868
2.000,20.0,0.0,Queensbury,20.0,M,0.000,0.000,0.000,59.0,38248.0,S,2.0,31.0,36.0,1.0,1.0,0.0,0.0,9.0,31.0,0.0
2.000,62.0,33.0,Foxton,62.0,F,0.000,0.000,0.000,57.0,38240.0,U,4.0,37.0,48.0,2.0,0.0,5.0,2.0,8.0,33.0,9.886
3.000,33.0,6.0,Kingsville,33.0,F,0.000,0.000,0.000,57.0,38240.0,U,5.0,31.0,36.0,2.0,0.0,0.0,0.0,8.0,33.0,0.0
2.000,33.0,6.0,Kingsville,33.0,F,0.000,0.000,0.000,57.0,38240.0,U,5.0,31.0,36.0,2.0,0.0,0.0,0.0,8.0,33.0,0.0
3.000,35.0,11.0,Queensbury,35.0,F,0.000,0.000,0.000,60.0,38160.0,S,3.0,33.0,36.0,1.0,0.0,0.0,0.0,7.0,31.0,0.0
2.000,35.0,11.0,Queensbury,35.0,F,0.000,0.000,0.000,60.0,38160.0,S,3.0,33.0,36.0,1.0,0.0,0.0,0.0,7.0,31.0,0.0
2.000,39.0,10.0,Foxton,39.0,M,0.000,0.000,0.000,57.0,38190.0,U,5.0,-5.0,0.0,2.0,1.0,1.0,0.0,11.0,30.0,0.0
2.000,90.0,58.0,Catburg,90.0,M,0.000,0.000,0.000,57.0,38190.0,M,4.0,-3.0,0.0,2.0,3.0,0.0,0.0,11.0,30.0,0.0
2.000,48.0,19.0,Catburg,48.0,M,0.000,1.000,0.000,66.0,38211.0,S,4.0,-2.0,0.0,0.0,1.0,0.0,0.0,9.0,23.0,0.0
2.000,31.0,0.0,Ravensville,31.0,F,0.000,0.000,0.000,64.0,38211.0,S,4.0,17.0,24.0,1.0,1.0,2.0,1.0,11.0,24.0,9.491
2.000,34.0,7.0,Queensbury,34.0,M,0.000,0.000,0.000,59.0,38211.0,M,7.0,14.0,24.0,1.0,1.0,1.0,1.0,8.0,32.0,7.72
2.000,20.0,0.0,Princeton,20.0,F,0.000,0.000,0.000,57.0,38187.0,S,7.0,15.0,24.0,2.0,2.0,0.0,0.0,13.0,29.0,0.0
2.000,58.0,32.0,Ravensville,58.0,F,0.000,1.000,0.000,59.0,38164.0,M,3.0,33.0,36.0,1.0,1.0,0.0,0.0,11.0,29.0,0.0
2.000,37.0,4.0,Foxton,37.0,F,0.000,0.000,0.000,64.0,38250.0,U,4.0,20.0,24.0,1.0,2.0,2.0,1.0,11.0,23.0,11.973
3.000,45.0,22.0,Catburg,45.0,F,0.000,0.000,0.000,57.0,38168.0,S,2.0,29.0,36.0,2.0,1.0,1.0,1.0,9.0,33.0,8.479
2.000,42.0,9.0,Catburg,42.0,F,0.000,0.000,0.000,57.0,38168.0,S,3.0,12.0,24.0,2.0,0.0,0.0,0.0,9.0,33.0,0.0
2.000,17.0,0.0,Catburg,17.0,M,0.000,0.000,0.000,58.0,38239.0,S,5.0,-3.0,0.0,2.0,0.0,0.0,0.0,13.0,28.0,0.0
3.000,45.0,18.0,Queensbury,45.0,M,0.000,0.000,0.000,50.0,38152.0,U,3.0,22.0,24.0,3.0,0.0,1.0,1.0,8.0,40.0,8.824
4.000,45.0,18.0,Queensbury,45.0,M,0.000,0.000,0.000,50.0,38152.0,U,3.0,22.0,24.0,3.0,0.0,1.0,1.0,8.0,40.0,8.824
2.000,51.0,20.0,Kingsville,51.0,F,0.000,0.000,0.000,50.0,38152.0,S,2.0,41.0,48.0,3.0,0.0,0.0,0.0,8.0,40.0,0.0
3.000,51.0,20.0,Kingsville,51.0,F,0.000,0.000,0.000,50.0,38152.0,S,2.0,41.0,48.0,3.0,0.0,0.0,0.0,8.0,40.0,0.0
2.000,36.0,5.0,Queensbury,36.0,M,0.000,0.000,0.000,48.0,38154.0,U,6.0,11.0,24.0,3.0,1.0,0.0,0.0,12.0,39.0,0.0
3.000,36.0,5.0,Queensbury,36.0,M,0.000,0.000,0.000,48.0,38154.0,U,6.0,11.0,24.0,3.0,1.0,0.0,0.0,12.0,39.0,0.0
2.000,44.0,16.0,Princeton,44.0,M,0.000,0.000,0.000,44.0,38224.0,U,5.0,35.0,36.0,4.0,3.0,0.0,0.0,11.0,43.0,0.0
2.000,46.0,23.0,Ravensville,46.0,F,0.000,0.000,0.000,44.0,38224.0,M,4.0,36.0,48.0,4.0,1.0,0.0,0.0,11.0,43.0,0.0
2.000,37.0,11.0,Foxton,37.0,F,0.000,0.000,0.000,72.0,38176.0,S,5.0,35.0,36.0,0.0,2.0,0.0,0.0,11.0,16.0,0.0
3.000,50.0,17.0,Princeton,50.0,F,0.000,0.000,0.000,50.0,38226.0,S,5.0,16.0,24.0,3.0,3.0,2.0,1.0,7.0,42.0,10.372
2.000,50.0,17.0,Princeton,50.0,F,0.000,0.000,0.000,50.0,38226.0,S,5.0,16.0,24.0,3.0,3.0,2.0,1.0,7.0,42.0,10.372
2.000,48.0,16.0,Queensbury,48.0,F,0.000,0.000,0.000,43.0,38168.0,M,5.0,-2.0,0.0,4.0,2.0,0.0,0.0,16.0,39.0,0.0
3.000,48.0,16.0,Queensbury,48.0,F,0.000,0.000,0.000,43.0,38168.0,M,5.0,-2.0,0.0,4.0,2.0,0.0,0.0,16.0,39.0,0.0
2.000,34.0,4.0,Kingsville,34.0,F,0.000,0.000,0.000,46.0,38212.0,M,7.0,23.0,36.0,4.0,1.0,0.0,0.0,16.0,37.0,0.0
3.000,34.0,4.0,Kingsville,34.0,F,0.000,0.000,0.000,46.0,38212.0,M,7.0,23.0,36.0,4.0,1.0,0.0,0.0,16.0,37.0,0.0
2.000,35.0,3.0,Ravensville,35.0,F,0.000,0.000,0.000,51.0,38244.0,S,6.0,20.0,24.0,3.0,0.0,0.0,0.0,18.0,30.0,0.0
1.000,35.0,6.0,Queensbury,35.0,M,0.000,1.000,0.000,40.0,38245.0,M,6.0,12.0,24.0,4.0,1.0,3.0,1.0,22.0,37.0,8.112
2.000,36.0,3.0,Foxton,36.0,F,0.000,0.000,0.000,40.0,38245.0,S,6.0,-6.0,0.0,4.0,2.0,0.0,0.0,22.0,37.0,0.0
3.000,36.0,3.0,Foxton,36.0,F,0.000,0.000,0.000,40.0,38245.0,S,6.0,-6.0,0.0,4.0,2.0,0.0,0.0,22.0,37.0,0.0
2.000,37.0,8.0,Queensbury,37.0,M,0.000,0.000,0.000,40.0,38245.0,M,6.0,11.0,12.0,4.0,7.0,0.0,0.0,22.0,37.0,0.0
2.000,40.0,10.0,Queensbury,40.0,M,0.000,0.000,0.000,47.0,38214.0,M,7.0,33.0,36.0,3.0,2.0,6.0,6.0,7.0,44.0,13.784
2.000,34.0,3.0,Foxton,34.0,F,0.000,0.000,0.000,59.0,38237.0,S,7.0,9.0,12.0,2.0,0.0,0.0,0.0,14.0,26.0,0.0
1.000,37.0,4.0,Kingsville,37.0,M,0.000,0.000,0.000,55.0,38231.0,M,5.0,12.0,24.0,2.0,0.0,2.0,28.0,8.0,36.0,34.764
4.000,33.0,6.0,Princeton,33.0,M,0.000,0.000,0.000,47.0,38215.0,U,2.0,29.0,36.0,3.0,0.0,3.0,2.0,10.0,41.0,8.459
2.000,43.0,13.0,Princeton,43.0,F,0.000,0.000,0.000,71.0,38228.0,S,2.0,25.0,36.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0
2.000,43.0,16.0,Foxton,43.0,M,0.000,0.000,0.000,63.0,38161.0,S,2.0,24.0,36.0,1.0,0.0,0.0,0.0,5.0,31.0,0.0
2.000,48.0,17.0,Kingsville,48.0,F,0.000,0.000,0.000,59.0,38187.0,M,4.0,-5.0,0.0,1.0,5.0,0.0,0.0,11.0,28.0,0.0
2.000,34.0,5.0,Kingsville,34.0,F,0.000,0.000,0.000,59.0,38187.0,U,4.0,-3.0,0.0,1.0,1.0,0.0,0.0,11.0,28.0,0.0
1.000,39.0,7.0,Queensbury,39.0,M,0.000,0.000,0.000,66.0,38183.0,S,5.0,40.0,48.0,0.0,0.0,2.0,1.0,10.0,23.0,8.789
3.000,39.0,7.0,Queensbury,39.0,M,0.000,0.000,0.000,66.0,38183.0,S,5.0,40.0,48.0,0.0,0.0,2.0,1.0,10.0,23.0,8.789
4.000,48.0,19.0,Queensbury,48.0,F,0.000,0.000,0.000,41.0,38165.0,U,3.0,29.0,36.0,4.0,1.0,4.0,1.0,10.0,47.0,7.322
2.000,18.0,0.0,Catburg,18.0,F,0.000,0.000,0.000,48.0,38189.0,S,7.0,38.0,48.0,3.0,0.0,0.0,0.0,16.0,35.0,0.0
3.000,18.0,0.0,Catburg,18.0,F,0.000,0.000,0.000,48.0,38189.0,S,7.0,38.0,48.0,3.0,0.0,0.0,0.0,16.0,35.0,0.0
3.000,16.0,0.0,Catburg,16.0,F,0.000,0.000,0.000,49.0,38244.0,S,3.0,22.0,24.0,3.0,0.0,3.0,1.0,13.0,37.0,10.482
4.000,16.0,0.0,Catburg,16.0,F,0.000,0.000,0.000,49.0,38244.0,S,3.0,22.0,24.0,3.0,0.0,3.0,1.0,13.0,37.0,10.482
2.000,57.0,27.0,Princeton,57.0,F,0.000,0.000,0.000,49.0,38244.0,S,2.0,32.0,36.0,3.0,0.0,0.0,0.0,13.0,37.0,0.0
2.000,44.0,15.0,Ravensville,44.0,M,0.000,0.000,0.000,49.0,38244.0,S,3.0,28.0,36.0,3.0,0.0,0.0,0.0,13.0,37.0,0.0
2.000,66.0,33.0,Foxton,66.0,M,0.000,1.000,0.000,61.0,38219.0,M,5.0,28.0,36.0,1.0,1.0,0.0,0.0,6.0,32.0,0.0
3.000,37.0,6.0,Queensbury,37.0,M,0.000,0.000,0.000,65.0,38236.0,S,5.0,28.0,36.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0
3.000,39.0,10.0,Queensbury,39.0,M,0.000,0.000,0.000,65.0,38236.0,U,5.0,20.0,24.0,0.0,1.0,0.0,0.0,10.0,23.0,0.0
2.000,39.0,10.0,Queensbury,39.0,M,0.000,0.000,0.000,65.0,38236.0,U,5.0,20.0,24.0,0.0,1.0,0.0,0.0,10.0,23.0,0.0
2.000,16.0,0.0,Ravensville,16.0,M,0.000,0.000,0.000,50.0,38157.0,S,5.0,26.0,36.0,3.0,2.0,1.0,1.0,8.0,41.0,12.079
2.000,56.0,27.0,Princeton,56.0,M,0.000,0.000,0.000,66.0,38218.0,M,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,0.0
2.000,51.0,20.0,Queensbury,51.0,F,0.000,0.000,0.000,66.0,38218.0,U,1.0,36.0,48.0,0.0,0.0,0.0,0.0,6.0,27.0,0.0
1.000,44.0,19.0,Princeton,44.0,M,0.000,0.000,0.000,65.0,38164.0,U,2.0,39.0,48.0,0.0,1.0,5.0,3.0,9.0,25.0,10.794
2.000,45.0,13.0,Queensbury,45.0,M,0.000,0.000,0.000,65.0,38164.0,U,3.0,14.0,24.0,0.0,1.0,0.0,0.0,9.0,25.0,0.0
3.000,39.0,7.0,Foxton,39.0,F,0.000,0.000,0.000,62.0,38190.0,S,7.0,31.0,36.0,1.0,2.0,5.0,2.0,12.0,24.0,10.223
2.000,39.0,7.0,Foxton,39.0,F,0.000,0.000,0.000,62.0,38190.0,S,7.0,31.0,36.0,1.0,2.0,5.0,2.0,12.0,24.0,10.223
4.000,41.0,14.0,Ravensville,41.0,F,0.000,0.000,0.000,49.0,38155.0,U,2.0,29.0,36.0,3.0,0.0,1.0,3.0,18.0,32.0,9.588
2.000,40.0,13.0,Catburg,40.0,M,0.000,0.000,0.000,46.0,38182.0,S,3.0,17.0,24.0,3.0,0.0,4.0,2.0,21.0,31.0,10.723
2.000,35.0,6.0,Ravensville,35.0,F,0.000,0.000,0.000,53.0,38212.0,S,5.0,19.0,24.0,2.0,1.0,3.0,2.0,11.0,34.0,8.544
2.000,46.0,20.0,Ravensville,46.0,F,0.000,0.000,0.000,51.0,38153.0,M,5.0,-4.0,0.0,3.0,1.0,2.0,0.0,13.0,34.0,0.0
2.000,46.0,17.0,Ravensville,46.0,M,0.000,1.000,0.000,37.0,38208.0,U,5.0,10.0,12.0,5.0,1.0,0.0,0.0,12.0,49.0,0.0
2.000,44.0,13.0,Ravensville,44.0,M,0.000,0.000,0.000,40.0,38245.0,U,5.0,-2.0,0.0,5.0,2.0,0.0,0.0,14.0,44.0,0.0
2.000,47.0,15.0,Foxton,47.0,M,0.000,0.000,0.000,45.0,38168.0,M,6.0,24.0,36.0,4.0,1.0,0.0,0.0,9.0,44.0,0.0
1.000,14.0,0.0,Foxton,14.0,M,0.000,0.000,0.000,45.0,38229.0,S,4.0,39.0,48.0,4.0,0.0,6.0,3.0,13.0,40.0,11.452
2.000,41.0,12.0,Kingsville,41.0,F,0.000,0.000,0.000,45.0,38229.0,S,4.0,9.0,12.0,4.0,0.0,1.0,1.0,13.0,40.0,7.349
3.000,41.0,12.0,Kingsville,41.0,F,0.000,0.000,0.000,45.0,38229.0,S,4.0,9.0,12.0,4.0,0.0,1.0,1.0,13.0,40.0,7.349
2.000,35.0,12.0,Foxton,35.0,F,0.000,0.000,0.000,44.0,38242.0,S,5.0,36.0,48.0,4.0,0.0,0.0,0.0,18.0,37.0,0.0
2.000,44.0,19.0,Princeton,44.0,F,0.000,0.000,0.000,52.0,38198.0,U,5.0,5.0,12.0,3.0,1.0,0.0,0.0,12.0,35.0,0.0
2.000,17.0,0.0,Catburg,17.0,F,0.000,0.000,0.000,52.0,38198.0,S,6.0,-3.0,0.0,3.0,0.0,0.0,0.0,12.0,35.0,0.0
4.000,47.0,19.0,Foxton,47.0,F,0.000,0.000,0.000,43.0,38250.0,M,2.0,41.0,48.0,4.0,3.0,3.0,2.0,13.0,43.0,11.076
2.000,47.0,19.0,Foxton,47.0,F,0.000,0.000,0.000,43.0,38250.0,M,2.0,41.0,48.0,4.0,3.0,3.0,2.0,13.0,43.0,11.076
3.000,37.0,10.0,Foxton,37.0,M,0.000,0.000,0.000,62.0,38191.0,S,7.0,23.0,24.0,1.0,0.0,2.0,1.0,11.0,26.0,8.389
2.000,37.0,10.0,Foxton,37.0,M,0.000,0.000,0.000,62.0,38191.0,S,7.0,23.0,24.0,1.0,0.0,2.0,1.0,11.0,26.0,8.389
2.000,42.0,14.0,Catburg,42.0,M,0.000,0.000,0.000,64.0,38201.0,M,5.0,12.0,24.0,1.0,1.0,0.0,0.0,13.0,21.0,0.0
3.000,42.0,14.0,Catburg,42.0,M,0.000,0.000,0.000,64.0,38201.0,M,5.0,12.0,24.0,1.0,1.0,0.0,0.0,13.0,21.0,0.0
3.000,42.0,18.0,Catburg,42.0,M,0.000,0.000,0.000,45.0,38172.0,M,3.0,24.0,36.0,4.0,2.0,3.0,2.0,13.0,40.0,8.527
4.000,48.0,19.0,Princeton,48.0,F,0.000,0.000,0.000,47.0,38227.0,U,2.0,40.0,48.0,3.0,0.0,1.0,1.0,9.0,42.0,11.116
2.000,38.0,5.0,Foxton,38.0,F,0.000,0.000,0.000,63.0,38184.0,M,5.0,24.0,36.0,1.0,1.0,3.0,7.0,10.0,26.0,13.624
2.000,53.0,22.0,Foxton,53.0,F,0.000,0.000,0.000,62.0,38163.0,U,3.0,37.0,48.0,1.0,0.0,0.0,0.0,7.0,30.0,0.0
2.000,21.0,0.0,Catburg,21.0,M,0.000,0.000,0.000,62.0,38163.0,S,4.0,22.0,24.0,1.0,5.0,0.0,0.0,7.0,30.0,0.0
2.000,36.0,5.0,Foxton,36.0,F,0.000,0.000,0.000,51.0,38154.0,M,7.0,30.0,36.0,3.0,1.0,2.0,2.0,13.0,34.0,8.746
2.000,47.0,20.0,Foxton,47.0,M,0.000,0.000,0.000,46.0,38223.0,M,3.0,38.0,48.0,3.0,1.0,0.0,0.0,11.0,41.0,0.0
2.000,61.0,29.0,Kingsville,61.0,M,0.000,1.000,0.000,63.0,38175.0,U,2.0,36.0,48.0,1.0,0.0,2.0,1.0,10.0,26.0,8.436
2.000,22.0,0.0,Ravensville,22.0,M,0.000,0.000,0.000,53.0,38250.0,S,7.0,29.0,36.0,2.0,0.0,0.0,0.0,12.0,34.0,0.0
1.000,71.0,43.0,Foxton,71.0,F,1.000,0.000,0.000,76.0,38204.0,U,1.0,41.0,48.0,1.0,0.0,4.0,1.0,13.0,10.0,11.362
3.000,54.0,28.0,Catburg,54.0,M,0.000,0.000,0.000,48.0,38230.0,U,1.0,-5.0,0.0,3.0,0.0,0.0,0.0,5.0,45.0,0.0
2.000,54.0,28.0,Catburg,54.0,M,0.000,0.000,0.000,48.0,38230.0,U,1.0,-5.0,0.0,3.0,0.0,0.0,0.0,5.0,45.0,0.0
4.000,40.0,10.0,Foxton,40.0,F,0.000,1.000,0.000,44.0,38214.0,M,4.0,40.0,48.0,4.0,1.0,4.0,2.0,9.0,45.0,10.391
2.000,40.0,12.0,Kingsville,40.0,F,0.000,0.000,0.000,45.0,38216.0,U,2.0,14.0,24.0,4.0,1.0,0.0,0.0,16.0,37.0,0.0
3.000,40.0,12.0,Kingsville,40.0,F,0.000,0.000,0.000,45.0,38216.0,U,2.0,14.0,24.0,4.0,1.0,0.0,0.0,16.0,37.0,0.0
2.000,37.0,7.0,Queensbury,37.0,F,0.000,0.000,0.000,67.0,38249.0,S,2.0,40.0,48.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0
2.000,50.0,23.0,Ravensville,50.0,F,0.000,0.000,0.000,63.0,38154.0,U,4.0,8.0,12.0,1.0,1.0,3.0,3.0,7.0,29.0,10.359
2.000,35.0,7.0,Foxton,35.0,M,0.000,0.000,0.000,63.0,38154.0,S,5.0,6.0,12.0,1.0,1.0,0.0,0.0,7.0,29.0,0.0
2.000,33.0,4.0,Princeton,33.0,F,0.000,0.000,0.000,63.0,38183.0,S,4.0,15.0,24.0,1.0,0.0,3.0,2.0,11.0,25.0,8.38
2.000,52.0,21.0,Queensbury,52.0,F,0.000,0.000,0.000,62.0,38244.0,M,1.0,11.0,24.0,1.0,1.0,0.0,0.0,5.0,31.0,0.0
2.000,34.0,4.0,Kingsville,34.0,M,0.000,1.000,0.000,66.0,38236.0,M,7.0,40.0,48.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0
2.000,35.0,12.0,Catburg,35.0,F,0.000,0.000,0.000,42.0,38186.0,S,4.0,37.0,48.0,4.0,0.0,0.0,0.0,10.0,47.0,0.0
2.000,58.0,31.0,Kingsville,58.0,F,0.000,0.000,0.000,64.0,38226.0,S,1.0,30.0,36.0,1.0,0.0,0.0,0.0,13.0,22.0,0.0
2.000,39.0,9.0,Princeton,39.0,F,0.000,0.000,0.000,51.0,38206.0,S,7.0,23.0,36.0,3.0,2.0,0.0,0.0,11.0,37.0,0.0
3.000,39.0,9.0,Princeton,39.0,F,0.000,0.000,0.000,51.0,38206.0,S,7.0,23.0,36.0,3.0,2.0,0.0,0.0,11.0,37.0,0.0
2.000,50.0,20.0,Catburg,50.0,M,0.000,0.000,0.000,72.0,38198.0,S,5.0,28.0,36.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0
1.000,19.0,0.0,Catburg,19.0,M,0.000,0.000,0.000,57.0,38159.0,S,7.0,41.0,48.0,2.0,0.0,3.0,3.0,8.0,34.0,9.666
3.000,25.0,0.0,Foxton,25.0,F,0.000,0.000,0.000,57.0,38159.0,S,7.0,15.0,24.0,2.0,0.0,0.0,0.0,8.0,34.0,0.0
2.000,49.0,18.0,Kingsville,49.0,F,0.000,0.000,0.000,52.0,38151.0,U,7.0,26.0,36.0,2.0,4.0,4.0,3.0,13.0,34.0,11.693
2.000,59.0,28.0,Ravensville,59.0,M,0.000,0.000,0.000,66.0,38200.0,S,2.0,-4.0,0.0,0.0,0.0,2.0,0.0,13.0,19.0,0.0
2.000,40.0,13.0,Kingsville,40.0,F,0.000,0.000,0.000,66.0,38200.0,U,3.0,31.0,36.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0
3.000,40.0,13.0,Kingsville,40.0,F,0.000,0.000,0.000,66.0,38200.0,U,3.0,31.0,36.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0
2.000,28.0,0.0,Foxton,28.0,F,0.000,0.000,0.000,39.0,38165.0,S,2.0,17.0,24.0,5.0,4.0,1.0,16.0,10.0,50.0,22.904
3.000,28.0,0.0,Foxton,28.0,F,0.000,0.000,0.000,39.0,38165.0,S,2.0,17.0,24.0,5.0,4.0,1.0,16.0,10.0,50.0,22.904
2.000,35.0,1.0,Catburg,35.0,M,0.000,0.000,0.000,39.0,38165.0,U,2.0,29.0,36.0,5.0,0.0,4.0,2.0,10.0,50.0,9.693
4.000,35.0,1.0,Catburg,35.0,M,0.000,0.000,0.000,39.0,38165.0,U,2.0,29.0,36.0,5.0,0.0,4.0,2.0,10.0,50.0,9.693
2.000,52.0,24.0,Ravensville,52.0,M,0.000,0.000,0.000,60.0,38220.0,S,5.0,6.0,12.0,1.0,4.0,3.0,2.0,7.0,32.0,9.358
3.000,25.0,0.0,Kingsville,25.0,M,0.000,0.000,0.000,59.0,38183.0,S,2.0,-4.0,0.0,1.0,1.0,1.0,0.0,12.0,28.0,0.0
2.000,25.0,0.0,Kingsville,25.0,M,0.000,0.000,0.000,59.0,38183.0,S,2.0,-4.0,0.0,1.0,1.0,1.0,0.0,12.0,28.0,0.0
2.000,15.0,0.0,Ravensville,15.0,M,0.000,0.000,0.000,57.0,38157.0,S,4.0,-2.0,0.0,1.0,2.0,0.0,0.0,11.0,30.0,0.0
3.000,20.0,0.0,Foxton,20.0,M,0.000,0.000,0.000,51.0,38210.0,S,7.0,7.0,12.0,3.0,0.0,4.0,2.0,8.0,39.0,10.059
2.000,38.0,4.0,Kingsville,38.0,F,0.000,0.000,0.000,52.0,38193.0,S,2.0,26.0,36.0,3.0,0.0,0.0,0.0,11.0,36.0,0.0
2.000,65.0,38.0,Queensbury,65.0,F,0.000,1.000,0.000,76.0,38250.0,M,1.0,40.0,48.0,0.0,0.0,3.0,2.0,7.0,15.0,8.867
1.000,65.0,38.0,Queensbury,65.0,F,0.000,1.000,0.000,76.0,38250.0,M,1.0,40.0,48.0,0.0,0.0,3.0,2.0,7.0,15.0,8.867
2.000,51.0,23.0,Ravensville,51.0,M,0.000,1.000,0.000,50.0,38167.0,M,6.0,36.0,48.0,3.0,1.0,4.0,1.0,15.0,33.0,13.149
1.000,38.0,7.0,Catburg,38.0,M,0.000,0.000,0.000,62.0,38183.0,S,7.0,11.0,24.0,1.0,0.0,4.0,2.0,13.0,24.0,10.613
2.000,55.0,28.0,Ravensville,55.0,M,0.000,1.000,0.000,62.0,38183.0,S,6.0,38.0,48.0,1.0,0.0,2.0,1.0,13.0,24.0,7.942
2.000,42.0,15.0,Princeton,42.0,M,0.000,0.000,0.000,69.0,38217.0,M,5.0,30.0,36.0,0.0,2.0,5.0,2.0,8.0,22.0,10.455
3.000,42.0,15.0,Princeton,42.0,M,0.000,0.000,0.000,69.0,38217.0,M,5.0,30.0,36.0,0.0,2.0,5.0,2.0,8.0,22.0,10.455
1.000,38.0,10.0,Foxton,38.0,F,0.000,0.000,0.000,53.0,38248.0,M,6.0,29.0,36.0,2.0,1.0,4.0,2.0,8.0,38.0,8.873
4.000,48.0,17.0,Catburg,48.0,F,0.000,1.000,0.000,51.0,38245.0,S,3.0,40.0,48.0,3.0,1.0,4.0,2.0,7.0,41.0,10.007
2.000,38.0,12.0,Queensbury,38.0,M,0.000,0.000,0.000,51.0,38245.0,M,3.0,8.0,12.0,3.0,2.0,0.0,0.0,7.0,41.0,0.0
4.000,48.0,16.0,Queensbury,48.0,F,0.000,0.000,0.000,59.0,38240.0,M,7.0,29.0,36.0,1.0,2.0,3.0,1.0,8.0,31.0,10.367
3.000,46.0,16.0,Catburg,46.0,F,0.000,0.000,0.000,66.0,38187.0,U,2.0,8.0,12.0,0.0,0.0,2.0,1.0,6.0,26.0,11.646
