Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,RelevantEducationLevel,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,InterviewScore,ResumeScore,RequestedBenefits,TotalWorkingYears,PreferredSkills,YearsAtCurrentCompany,RelevantExperience,JobType,SalaryExpectation,Ethnicity,Gender,HIRED
22,Travel_Frequently,Research & Development,3,Master,Life Sciences,Medium,Entry Level,Research Scientist,Married,0,Yes,Outstanding,Average,Yes,1,Medium,0,0,contract,Low,minority,Female,NO
46,Travel_Rarely,Sales,2,Bachelor,Marketing,High,Experienced,Manager,Married,8,No,Low,Low,No,28,Medium,26,15,full_time,High,non-minority,Female,NO
44,Non-Travel,Research & Development,17,Bachelor,Life Sciences,Low,Entry Level,Research Scientist,Single,2,No,High,Outstanding,No,6,High,0,0,full_time,Average,non-minority,Male,NO
41,Non-Travel,Research & Development,5,College,Life Sciences,Medium,Entry Level,Research Scientist,Divorced,6,No,Low,Low,Yes,5,Medium,1,0,full_time,High,minority,Male,NO
30,Travel_Rarely,Sales,29,Master,Life Sciences,High,Intermediate,Sales Executive,Divorced,8,No,Low,High,Yes,8,High,4,3,full_time,High,non-minority,Female,NO
40,Travel_Frequently,Sales,2,Master,Medical,High,Intermediate,Sales Executive,Married,5,No,Average,Outstanding,Yes,5,Medium,0,0,full_time,Average,minority,Male,NO
50,Travel_Frequently,Research & Development,2,Bachelor,Medical,High,Experienced,Manager,Married,2,No,Low,High,Yes,32,High,2,2,contract,High,non-minority,Female,NO
28,Travel_Rarely,Research & Development,19,Master,Medical,Medium,Entry Level,Laboratory Technician,Married,1,No,Low,High,Yes,6,Medium,6,5,full_time,Average,non-minority,Male,NO
46,Travel_Rarely,Research & Development,15,College,Life Sciences,High,Experienced,Research Director,Married,5,No,Low,Low,Yes,25,Medium,4,2,full_time,Low,minority,Male,NO
35,Travel_Rarely,Sales,17,Master,Life Sciences,High,Intermediate,Sales Executive,Married,3,Yes,Low,Outstanding,Yes,15,Medium,7,7,full_time,Average,non-minority,Male,NO
24,Travel_Rarely,Research & Development,17,College,Life Sciences,High,Entry Level,Laboratory Technician,Married,1,No,Average,Low,Yes,1,High,1,0,contract,Average,non-minority,Female,NO
44,Travel_Rarely,Research & Development,29,Master,Other,High,Intermediate,Research Scientist,Single,1,No,Outstanding,Average,No,20,High,20,11,contract,High,non-minority,Male,NO
20,Travel_Rarely,Sales,21,Bachelor,Marketing,Very High,Entry Level,Sales Representative,Single,1,No,Outstanding,Outstanding,No,2,Medium,2,1,full_time,High,non-minority,Male,NO
42,Non-Travel,Human Resources,2,Doctorate,Medical,Very High,Intermediate,Human Resources,Married,7,No,Low,Low,Yes,10,High,4,3,full_time,Average,non-minority,Male,NO
32,Travel_Frequently,Research & Development,13,Bachelor,Other,Medium,Entry Level,Laboratory Technician,Married,1,No,Average,High,Yes,2,Medium,2,2,full_time,High,non-minority,Female,NO
32,Travel_Frequently,Research & Development,2,College,Life Sciences,High,Intermediate,Research Scientist,Single,4,Yes,High,Outstanding,No,10,Medium,8,7,contract,High,non-minority,Female,NO
36,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Low,Experienced,Manufacturing Director,Divorced,2,Yes,Low,High,Yes,17,Medium,0.3,7,full_time,High,non-minority,Female,NO
40,Travel_Rarely,Sales,10,Bachelor,Technical Degree,Medium,Intermediate,Sales Executive,Divorced,7,No,Low,Average,Yes,7,Medium,0.6,1,contract,High,minority,Female,NO
25,Travel_Rarely,Sales,10,Master,Life Sciences,High,Intermediate,Sales Executive,Single,0,No,Outstanding,Average,No,5,High,4,3,full_time,Average,non-minority,Male,NO
42,Travel_Frequently,Research & Development,26,Doctorate,Medical,High,Experienced,Research Director,Married,3,Yes,Low,High,No,20,Medium,1,0,contract,High,minority,Female,NO
27,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Married,1,Yes,Low,Outstanding,No,9,High,9,7,full_time,Average,non-minority,Male,NO
54,Travel_Frequently,Research & Development,1,Master,Life Sciences,High,Experienced,Manufacturing Director,Divorced,7,No,High,Low,Yes,33,Medium,5,4,full_time,High,non-minority,Female,NO
19,Non-Travel,Research & Development,10,Bachelor,Medical,Medium,Entry Level,Research Scientist,Single,1,Yes,Average,Average,No,1,Medium,1,1,full_time,High,non-minority,Female,NO
29,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,High,Entry Level,Research Scientist,Divorced,1,No,Outstanding,Low,Yes,3,Medium,3,2,full_time,High,non-minority,Female,NO
31,Travel_Rarely,Research & Development,11,College,Medical,High,Intermediate,Healthcare Representative,Married,1,Yes,Low,Outstanding,No,6,Medium,6,5,full_time,Average,non-minority,Male,NO
31,Travel_Rarely,Research & Development,24,Bachelor,Medical,Medium,Intermediate,Healthcare Representative,Single,1,No,Low,Average,No,10,Medium,0.3,9,full_time,High,non-minority,Female,NO
49,Travel_Rarely,Research & Development,4,College,Medical,Medium,Experienced,Manager,Married,2,No,Low,High,Yes,23,Medium,1,0,full_time,Average,minority,Male,NO
36,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,High,Entry Level,Research Scientist,Married,1,No,Average,High,No,12,Medium,11,10,contract,Average,non-minority,Male,NO
48,Travel_Rarely,Research & Development,2,College,Technical Degree,Very High,Entry Level,Laboratory Technician,Single,5,No,Low,High,No,7,High,1,0,full_time,Low,minority,Male,NO
27,Travel_Rarely,Research & Development,4,College,Life Sciences,High,Entry Level,Research Scientist,Divorced,1,No,Low,Average,Yes,5,Medium,5,3,full_time,Low,minority,Male,NO
48,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Medium,Experienced,Research Director,Single,6,No,Outstanding,High,No,25,High,1,0,contract,Average,minority,Male,NO
29,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Medium,Experienced,Research Director,Divorced,3,No,Outstanding,Average,No,9,Medium,7,7,contract,Average,non-minority,Female,NO
34,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,Very High,Entry Level,Research Scientist,Married,0,No,High,Outstanding,No,2,Medium,1,0,full_time,High,non-minority,Female,NO
44,Travel_Rarely,Sales,5,Bachelor,Marketing,High,Experienced,Manager,Married,7,No,Low,High,Yes,26,Medium,22,9,full_time,Low,minority,Male,NO
33,Travel_Rarely,Sales,10,Doctorate,Marketing,Very High,Experienced,Sales Executive,Divorced,0,Yes,High,Outstanding,No,10,High,9,8,full_time,Average,non-minority,Male,NO
19,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,Very High,Entry Level,Research Scientist,Single,1,Yes,Outstanding,Outstanding,No,1,Medium,1,0,contract,High,minority,Female,NO
23,Travel_Rarely,Research & Development,1,College,Life Sciences,High,Entry Level,Research Scientist,Married,1,No,High,Outstanding,Yes,1,Medium,1,0,full_time,High,minority,Male,NO
25,Travel_Frequently,Sales,24,Below College,Life Sciences,Low,Entry Level,Sales Representative,Single,1,Yes,Outstanding,Outstanding,No,1,High,1,0,full_time,Average,minority,Male,NO
26,Travel_Rarely,Research & Development,4,College,Life Sciences,High,Entry Level,Research Scientist,Single,1,Yes,Outstanding,Average,No,8,Medium,8,5,full_time,High,non-minority,Male,NO
55,Non-Travel,Research & Development,8,Below College,Medical,Medium,Experienced,Healthcare Representative,Divorced,1,Yes,Low,Outstanding,Yes,34,High,33,9,full_time,Average,minority,Male,NO
21,Travel_Frequently,Research & Development,10,College,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,1,No,High,High,No,2,Medium,0,2,full_time,High,non-minority,Female,NO
59,Travel_Rarely,Research & Development,18,Master,Medical,High,Experienced,Manufacturing Director,Single,6,No,Outstanding,Outstanding,No,25,Medium,9,7,contract,Average,non-minority,Male,NO
34,Travel_Frequently,Research & Development,19,Bachelor,Medical,High,Intermediate,Laboratory Technician,Divorced,4,No,Low,High,No,15,Medium,11,8,full_time,Average,minority,Female,NO
28,Travel_Frequently,Research & Development,1,Master,Medical,High,Entry Level,Laboratory Technician,Single,0,Yes,Low,High,No,5,Medium,4,2,contract,Low,minority,Male,NO
44,Travel_Rarely,Research & Development,4,College,Life Sciences,Very High,Experienced,Manager,Divorced,1,No,Low,Outstanding,No,26,High,25,9,full_time,Average,non-minority,Male,NO
35,Travel_Rarely,Research & Development,6,Below College,Life Sciences,High,Entry Level,Research Scientist,Married,0,Yes,High,Outstanding,No,4,High,3,2,full_time,Average,non-minority,Male,NO
42,Travel_Rarely,Research & Development,7,Master,Medical,Very High,Intermediate,Research Scientist,Married,6,Yes,Average,Outstanding,No,18,Medium,1,0,full_time,Average,minority,Female,NO
28,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Married,1,Yes,Outstanding,Average,Yes,2,Medium,2,2,full_time,Average,non-minority,Male,NO
51,Travel_Frequently,Research & Development,6,College,Medical,Medium,Entry Level,Laboratory Technician,Single,0,No,Low,Average,No,8,Medium,7,0,contract,Average,minority,Female,NO
28,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,High,Entry Level,Research Scientist,Single,2,No,Low,Average,No,5,Medium,3,2,full_time,Low,non-minority,Male,NO
25,Travel_Rarely,Research & Development,1,Bachelor,Medical,High,Entry Level,Research Scientist,Single,1,No,Average,Outstanding,No,2,High,0,2,full_time,High,non-minority,Female,NO
35,Travel_Frequently,Research & Development,25,Bachelor,Medical,High,Experienced,Manager,Single,3,No,Average,High,No,22,High,0,0,full_time,High,non-minority,Female,NO
39,Travel_Rarely,Research & Development,13,Master,Medical,Medium,Experienced,Manager,Divorced,6,Yes,Low,Outstanding,No,21,High,19,9,contract,Average,minority,Female,NO
32,Travel_Rarely,Research & Development,7,College,Life Sciences,High,Intermediate,Laboratory Technician,Married,1,No,Low,Low,Yes,10,High,10,4,full_time,High,minority,Male,NO
39,Travel_Rarely,Research & Development,23,Bachelor,Medical,High,Entry Level,Research Scientist,Single,0,No,Low,Low,No,6,Medium,5,2,full_time,Average,non-minority,Male,NO
30,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,Medium,Intermediate,Laboratory Technician,Married,0,No,Outstanding,Low,Yes,10,Medium,9,2,full_time,Average,non-minority,Female,NO
36,Travel_Rarely,Research & Development,10,Master,Technical Degree,High,Experienced,Healthcare Representative,Married,3,No,Low,Low,No,10,Low,7,7,full_time,High,minority,Female,NO
50,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,High,Experienced,Research Director,Married,4,Yes,Low,Average,No,25,Medium,3,2,contract,Low,non-minority,Female,NO
30,Travel_Rarely,Research & Development,17,Master,Medical,High,Experienced,Manager,Married,1,Yes,Low,Outstanding,No,9,Medium,9,1,full_time,High,non-minority,Female,NO
39,Travel_Rarely,Research & Development,18,College,Life Sciences,High,Intermediate,Manufacturing Director,Single,0,No,Low,Low,No,9,Medium,8,7,contract,Low,minority,Male,NO
41,Non-Travel,Sales,10,College,Medical,Low,Intermediate,Sales Executive,Single,1,No,Low,Low,No,19,High,19,2,full_time,Average,minority,Male,NO
31,Travel_Frequently,Sales,1,Bachelor,Life Sciences,High,Entry Level,Sales Representative,Single,1,Yes,Low,Low,No,3,Medium,3,2,contract,Low,minority,Female,NO
44,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Married,4,No,Low,High,No,10,High,3,2,full_time,Average,non-minority,Male,NO
55,Travel_Rarely,Research & Development,2,College,Medical,Low,Experienced,Manager,Married,4,No,High,Outstanding,Yes,23,Medium,19,9,full_time,Average,non-minority,Female,NO
40,Non-Travel,Research & Development,16,College,Life Sciences,High,Entry Level,Research Scientist,Divorced,9,No,Low,Average,Yes,6,Low,4,2,full_time,Average,minority,Male,NO
40,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Intermediate,Research Scientist,Single,1,No,Outstanding,High,No,9,High,9,8,full_time,Average,non-minority,Male,NO
41,Travel_Frequently,Sales,1,Bachelor,Marketing,High,Intermediate,Sales Executive,Divorced,0,No,Low,Outstanding,Yes,10,Medium,9,3,full_time,High,non-minority,Female,NO
51,Travel_Rarely,Human Resources,5,Bachelor,Life Sciences,High,Experienced,Manager,Divorced,1,Yes,Low,Average,Yes,33,Medium,33,9,full_time,Low,minority,Male,NO
38,Travel_Rarely,Sales,2,College,Life Sciences,High,Intermediate,Sales Executive,Divorced,3,No,Low,Outstanding,Yes,11,High,0.6,7,full_time,Average,non-minority,Female,NO
25,Travel_Rarely,Research & Development,19,Below College,Medical,High,Entry Level,Laboratory Technician,Married,3,No,Outstanding,High,Yes,7,Medium,3,2,full_time,Low,non-minority,Male,NO
58,Travel_Rarely,Research & Development,7,Master,Medical,Medium,Experienced,Manufacturing Director,Married,7,Yes,Low,Outstanding,No,31,Low,10,9,full_time,Average,non-minority,Female,NO
40,Travel_Rarely,Research & Development,1,Master,Life Sciences,High,Entry Level,Laboratory Technician,Married,3,No,Average,High,Yes,7,High,4,2,full_time,High,non-minority,Male,NO
36,Travel_Frequently,Sales,7,Bachelor,Marketing,Very High,Intermediate,Sales Executive,Married,2,No,Low,Outstanding,Yes,17,Medium,15,7,full_time,Average,non-minority,Female,NO
27,Travel_Rarely,Sales,11,Bachelor,Medical,Very High,Entry Level,Sales Representative,Married,8,No,Outstanding,Average,Yes,5,High,1,0,full_time,High,non-minority,Female,NO
51,Travel_Rarely,Research & Development,11,College,Technical Degree,Medium,Experienced,Manufacturing Director,Single,3,No,Average,Average,No,29,Low,5,2,full_time,High,non-minority,Female,NO
18,Non-Travel,Research & Development,1,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Single,1,No,Outstanding,High,No,0,Medium,0,0,full_time,Average,non-minority,Female,NO
35,Travel_Rarely,Research & Development,1,Bachelor,Medical,Medium,Intermediate,Laboratory Technician,Married,0,No,Outstanding,Average,Yes,10,Low,9,7,full_time,High,non-minority,Female,NO
31,Travel_Frequently,Sales,2,Bachelor,Life Sciences,Medium,Entry Level,Sales Representative,Single,7,No,Outstanding,High,No,3,High,1,0,contract,High,minority,Female,NO
35,Travel_Frequently,Sales,18,Master,Marketing,High,Intermediate,Sales Executive,Married,0,Yes,High,High,Yes,5,Low,4,2,full_time,High,non-minority,Female,NO
38,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Very High,Entry Level,Research Scientist,Divorced,1,No,High,Outstanding,Yes,4,Medium,4,2,full_time,Low,non-minority,Male,NO
28,Travel_Rarely,Sales,26,Bachelor,Life Sciences,Medium,Intermediate,Sales Executive,Married,1,No,Low,High,Yes,5,Low,5,3,full_time,Low,non-minority,Male,NO
51,Travel_Frequently,Sales,2,Bachelor,Marketing,High,Experienced,Sales Executive,Married,2,No,Average,Average,No,14,Medium,4,2,full_time,Low,non-minority,Male,NO
32,Travel_Rarely,Sales,2,Below College,Marketing,High,Intermediate,Sales Executive,Married,0,Yes,Low,Low,Yes,4,High,3,2,full_time,Average,minority,Male,NO
39,Non-Travel,Research & Development,25,College,Life Sciences,High,Experienced,Healthcare Representative,Married,3,No,Low,Average,Yes,13,Medium,6,4,full_time,High,minority,Male,NO
25,Travel_Rarely,Sales,18,Below College,Life Sciences,Very High,Intermediate,Sales Executive,Married,2,No,Low,Average,No,6,High,3,2,full_time,Low,minority,Male,NO
52,Travel_Frequently,Research & Development,28,College,Medical,Very High,Experienced,Manufacturing Director,Married,2,Yes,Low,Average,Yes,24,High,0.6,3,full_time,Low,minority,Female,NO
43,Travel_Rarely,Research & Development,6,Bachelor,Medical,Medium,Intermediate,Research Scientist,Single,1,Yes,Low,Low,No,20,High,0.3,7,full_time,High,minority,Female,NO
26,Travel_Rarely,Research & Development,2,Below College,Medical,Medium,Entry Level,Research Scientist,Single,0,No,Outstanding,Outstanding,No,5,Medium,4,3,full_time,Average,non-minority,Male,NO
35,Travel_Rarely,Research & Development,8,Master,Other,High,Entry Level,Laboratory Technician,Married,9,No,Low,High,No,12,Medium,0.6,4,contract,Average,non-minority,Female,NO
37,Travel_Rarely,Research & Development,11,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,4,No,Low,Low,No,8,Medium,3,2,contract,High,minority,Female,NO
35,Travel_Frequently,Research & Development,18,College,Life Sciences,High,Experienced,Manufacturing Director,Single,2,No,Outstanding,High,No,10,Medium,2,2,full_time,Low,non-minority,Male,NO
25,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,High,Entry Level,Laboratory Technician,Married,4,No,Outstanding,Average,Yes,7,Medium,3,2,full_time,Low,non-minority,Male,NO
26,Travel_Rarely,Research & Development,7,Bachelor,Other,Very High,Entry Level,Laboratory Technician,Single,0,No,Low,Outstanding,No,8,Medium,7,7,full_time,Average,non-minority,Male,NO
49,Travel_Frequently,Research & Development,28,College,Life Sciences,Medium,Intermediate,Laboratory Technician,Single,3,No,Low,Low,No,20,Medium,4,3,full_time,High,non-minority,Male,NO
36,Travel_Rarely,Sales,3,Master,Marketing,High,Intermediate,Sales Executive,Single,3,Yes,Average,Outstanding,No,15,High,5,4,full_time,High,non-minority,Female,NO
31,Travel_Frequently,Sales,1,Master,Life Sciences,Low,Entry Level,Sales Representative,Single,1,No,High,Average,No,1,High,1,0,full_time,Average,minority,Female,NO
30,Travel_Rarely,Sales,7,Master,Marketing,High,Intermediate,Sales Executive,Divorced,7,No,Low,Average,No,8,High,3,2,full_time,High,non-minority,Female,NO
31,Travel_Rarely,Research & Development,8,Doctorate,Life Sciences,High,Experienced,Research Director,Single,3,No,Low,High,No,9,High,0,2,full_time,Low,minority,Female,NO
34,Travel_Frequently,Research & Development,1,Master,Other,High,Entry Level,Research Scientist,Divorced,5,No,Low,High,No,10,Medium,4,3,full_time,Average,non-minority,Male,NO
31,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Medium,Entry Level,Research Scientist,Single,1,No,Average,High,No,1,High,1,0,full_time,Average,minority,Female,NO
27,Travel_Rarely,Research & Development,11,Below College,Life Sciences,High,Entry Level,Laboratory Technician,Married,0,No,Low,Average,No,6,High,5,0,full_time,Average,non-minority,Male,NO
25,Travel_Rarely,Sales,9,College,Life Sciences,Medium,Entry Level,Sales Representative,Married,3,No,Low,Low,No,6,Medium,3,2,full_time,Average,non-minority,Male,NO
56,Travel_Rarely,Research & Development,1,College,Life Sciences,High,Entry Level,Research Scientist,Married,2,No,Low,Outstanding,Yes,5,High,3,2,full_time,High,non-minority,Female,NO
24,Travel_Rarely,Sales,4,Below College,Medical,High,Intermediate,Sales Executive,Married,1,Yes,Low,High,No,5,High,0.6,4,full_time,Average,minority,Female,NO
32,Travel_Rarely,Sales,7,Doctorate,Marketing,High,Intermediate,Sales Executive,Married,4,No,Outstanding,High,Yes,7,High,4,3,full_time,Average,non-minority,Male,NO
41,Travel_Rarely,Research & Development,5,Doctorate,Medical,Very High,Entry Level,Research Scientist,Married,2,Yes,Low,Low,No,7,Medium,4,2,contract,Average,minority,Male,NO
40,Non-Travel,Research & Development,9,Master,Other,High,Intermediate,Laboratory Technician,Divorced,3,No,High,High,No,11,Medium,8,7,full_time,Low,non-minority,Male,NO
39,Non-Travel,Research & Development,2,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,2,Yes,Low,Average,No,11,Medium,1,0,full_time,High,non-minority,Female,NO
45,Travel_Rarely,Research & Development,20,Bachelor,Medical,Low,Experienced,Healthcare Representative,Divorced,2,Yes,Low,Average,Yes,24,Medium,7,7,full_time,High,non-minority,Male,NO
31,Travel_Rarely,Human Resources,8,College,Medical,Very High,Entry Level,Human Resources,Single,9,No,Average,Outstanding,No,8,High,3,2,full_time,High,non-minority,Female,NO
31,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Married,6,Yes,Outstanding,High,Yes,7,Medium,2,2,full_time,Average,non-minority,Male,NO
45,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,High,Experienced,Manufacturing Director,Married,4,Yes,Outstanding,Outstanding,No,10,High,3,1,full_time,High,non-minority,Male,NO
48,Travel_Rarely,Sales,7,Bachelor,Marketing,High,Intermediate,Sales Executive,Divorced,4,No,Low,Low,Yes,15,High,2,2,full_time,Low,non-minority,Male,NO
34,Travel_Rarely,Human Resources,9,Master,Technical Degree,High,Entry Level,Human Resources,Married,1,No,Low,Outstanding,No,2,Low,2,2,full_time,High,minority,Female,NO
40,Non-Travel,Research & Development,8,Below College,Medical,Medium,Experienced,Research Director,Divorced,2,No,Low,High,Yes,16,Medium,9,8,full_time,Low,minority,Male,NO
28,Travel_Rarely,Sales,5,Bachelor,Medical,High,Intermediate,Sales Executive,Single,0,No,Low,Outstanding,No,6,High,5,4,contract,High,non-minority,Male,NO
44,Non-Travel,Research & Development,5,Bachelor,Life Sciences,Medium,Entry Level,Laboratory Technician,Single,3,No,High,Outstanding,No,7,Medium,5,2,full_time,Average,non-minority,Male,NO
49,Travel_Rarely,Research & Development,5,Master,Technical Degree,High,Intermediate,Healthcare Representative,Married,2,No,High,Average,Yes,20,Low,3,2,full_time,Average,non-minority,Male,NO
33,Travel_Frequently,Sales,7,Bachelor,Medical,High,Intermediate,Sales Executive,Married,0,No,Low,Low,No,5,Medium,4,3,full_time,Average,non-minority,Male,NO
34,Travel_Rarely,Sales,3,Bachelor,Other,Low,Intermediate,Sales Executive,Single,3,No,Low,Outstanding,No,15,Medium,13,9,full_time,High,non-minority,Male,NO
30,Travel_Rarely,Sales,16,Below College,Life Sciences,High,Intermediate,Sales Executive,Married,8,No,Low,High,No,4,Medium,2,1,full_time,Average,minority,Male,NO
44,Travel_Frequently,Sales,1,Doctorate,Marketing,High,Intermediate,Sales Executive,Married,7,No,High,High,Yes,11,High,1,0,full_time,Average,non-minority,Female,NO
30,Non-Travel,Research & Development,7,Bachelor,Technical Degree,High,Entry Level,Research Scientist,Divorced,1,No,High,Average,No,1,Medium,1,0,full_time,Average,minority,Male,NO
57,Travel_Rarely,Research & Development,1,College,Life Sciences,Very High,Intermediate,Research Scientist,Married,0,No,Low,Low,Yes,13,Medium,12,9,full_time,High,minority,Female,NO
49,Travel_Rarely,Research & Development,7,Master,Life Sciences,High,Experienced,Healthcare Representative,Divorced,3,No,Low,Average,No,29,High,8,7,full_time,Average,minority,Male,NO
34,Travel_Frequently,Research & Development,15,Bachelor,Medical,High,Experienced,Research Director,Divorced,7,No,Low,Outstanding,No,16,High,14,8,full_time,Average,non-minority,Male,NO
28,Travel_Frequently,Sales,1,Bachelor,Technical Degree,High,Entry Level,Sales Representative,Married,3,No,Low,Outstanding,Yes,5,High,3,2,full_time,Average,minority,Male,NO
35,Travel_Rarely,Sales,7,Below College,Life Sciences,High,Entry Level,Sales Representative,Married,1,No,High,Low,Yes,1,High,1,0,full_time,Average,minority,Female,NO
24,Travel_Frequently,Research & Development,9,Bachelor,Medical,High,Entry Level,Laboratory Technician,Single,2,Yes,Low,High,No,4,Medium,0,0,full_time,Low,minority,Female,NO
24,Non-Travel,Sales,13,College,Life Sciences,High,Entry Level,Sales Representative,Married,1,No,Low,High,Yes,1,Medium,1,0,full_time,High,minority,Female,NO
44,Travel_Frequently,Research & Development,2,Below College,Medical,High,Experienced,Manufacturing Director,Single,5,Yes,High,Average,No,16,Medium,2,2,full_time,High,non-minority,Male,NO
55,Travel_Rarely,Research & Development,4,Master,Life Sciences,High,Intermediate,Healthcare Representative,Married,0,Yes,High,Average,No,4,Medium,3,2,full_time,Average,non-minority,Male,NO
28,Travel_Frequently,Research & Development,2,College,Medical,Medium,Entry Level,Laboratory Technician,Single,7,No,Low,High,No,8,Medium,0,0,contract,Low,non-minority,Male,NO
28,Travel_Frequently,Sales,7,Bachelor,Life Sciences,High,Intermediate,Sales Executive,Single,0,No,Low,Outstanding,No,5,Medium,4,2,full_time,Average,non-minority,Male,NO
29,Travel_Frequently,Research & Development,2,Below College,Life Sciences,High,Entry Level,Laboratory Technician,Married,0,No,Low,High,Yes,4,High,3,2,full_time,High,minority,Female,NO
28,Travel_Rarely,Research & Development,29,Below College,Life Sciences,Low,Intermediate,Manufacturing Director,Married,1,No,Low,Average,No,8,Medium,8,6,full_time,Average,minority,Male,NO
33,Travel_Rarely,Research & Development,8,Doctorate,Life Sciences,High,Intermediate,Healthcare Representative,Single,2,Yes,High,Low,No,14,Medium,0,0,contract,High,minority,Female,NO
29,Travel_Rarely,Research & Development,1,Master,Technical Degree,Medium,Entry Level,Research Scientist,Single,6,No,Low,High,No,11,Medium,9,7,full_time,Average,non-minority,Male,NO
44,Travel_Rarely,Research & Development,28,Bachelor,Life Sciences,High,Experienced,Research Director,Married,3,No,Low,High,Yes,24,Low,20,6,full_time,Average,non-minority,Male,NO
39,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Experienced,Manufacturing Director,Single,4,No,Average,Outstanding,No,9,High,2,0,full_time,High,non-minority,Female,NO
35,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,Medium,Experienced,Healthcare Representative,Single,1,No,Average,Outstanding,No,11,High,11,8,contract,High,non-minority,Female,NO
23,Travel_Rarely,Research & Development,20,Below College,Life Sciences,High,Intermediate,Laboratory Technician,Single,0,No,High,Average,No,5,Medium,4,3,full_time,Average,non-minority,Male,NO
40,Travel_Rarely,Research & Development,9,Master,Life Sciences,High,Entry Level,Laboratory Technician,Single,3,No,Low,Average,No,15,High,5,4,contract,Average,non-minority,Male,NO
34,Travel_Rarely,Sales,1,Bachelor,Technical Degree,Medium,Experienced,Sales Executive,Married,1,Yes,High,Outstanding,No,10,High,10,9,full_time,Average,non-minority,Male,NO
50,Travel_Frequently,Research & Development,22,Doctorate,Medical,Low,Experienced,Research Director,Single,1,Yes,Outstanding,Outstanding,No,32,Medium,32,6,full_time,Average,non-minority,Male,NO
42,Travel_Rarely,Research & Development,2,Bachelor,Medical,Medium,Entry Level,Laboratory Technician,Married,4,No,Low,Average,Yes,4,High,1,0,full_time,Average,minority,Male,NO
29,Travel_Rarely,Research & Development,8,Below College,Other,Low,Intermediate,Healthcare Representative,Married,3,No,Low,High,Yes,9,High,7,7,contract,Average,non-minority,Female,NO
40,Travel_Rarely,Human Resources,6,College,Medical,High,Experienced,Manager,Single,1,Yes,Outstanding,Outstanding,No,21,Medium,21,7,full_time,High,non-minority,Male,NO
24,Travel_Rarely,Research & Development,21,College,Technical Degree,Medium,Entry Level,Laboratory Technician,Divorced,0,No,Low,Average,Yes,2,High,1,1,full_time,High,non-minority,Female,NO
40,Non-Travel,Research & Development,8,College,Life Sciences,High,Intermediate,Healthcare Representative,Divorced,3,Yes,Outstanding,High,No,8,Medium,2,2,contract,High,non-minority,Female,NO
36,Travel_Rarely,Sales,2,Master,Life Sciences,High,Entry Level,Sales Representative,Single,3,Yes,Outstanding,Outstanding,No,7,High,3,2,full_time,High,non-minority,Female,NO
48,Travel_Rarely,Sales,16,Master,Life Sciences,High,Intermediate,Sales Executive,Divorced,8,No,Low,High,Yes,18,Medium,8,7,full_time,Average,minority,Female,NO
29,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Very High,Entry Level,Research Scientist,Married,6,No,High,Low,No,5,Medium,1,0,full_time,High,non-minority,Female,NO
30,Travel_Rarely,Sales,1,Bachelor,Life Sciences,Medium,Intermediate,Sales Executive,Married,1,No,Low,Outstanding,Yes,10,High,10,8,full_time,Low,non-minority,Male,NO
35,Travel_Rarely,Research & Development,1,Bachelor,Medical,Medium,Entry Level,Laboratory Technician,Single,1,No,Low,Average,No,3,High,3,0,full_time,High,non-minority,Male,NO
30,Travel_Rarely,Sales,29,Master,Technical Degree,High,Experienced,Sales Executive,Married,3,No,Low,Average,Yes,9,High,4,2,contract,Average,minority,Male,NO
35,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Entry Level,Laboratory Technician,Divorced,1,Yes,Low,Outstanding,Yes,1,Medium,1,0,full_time,Average,minority,Female,NO
